model,num_enabled,lr,target,signal,metric,r2,r2_layer,r2_best_step,pearson,pearson_layer,mse,mse_layer
Timer-Base-84M,1,0.003,uniform_noise_amplitude,uniform_noise,std,0.9937862541624914,6,1200.0,0.9968915761409205,6,2.070351877035311e-05,6
Timer-Base-84M,1,0.003,random_walk_step_std,random_walk_noise,std,0.731152120219648,6,700.0,0.8701797742704883,6,0.00011079184526094513,6
Timer-Base-84M,1,0.003,linear_trend_slope,linear_trend,slope,0.9999226623920033,6,1100.0,0.9999613749533109,6,0.00010299918128635428,6
Timer-Base-84M,1,0.003,linear_trend_intercept,linear_trend,intercept,0.9998640960065539,6,750.0,0.9999417598307517,6,1.1131854333068832e-05,6
Timer-Base-84M,1,0.003,quadratic_trend_a,quadratic_trend,a,0.9961931560938158,6,1250.0,0.9981680643443316,6,0.02028574257302375,6
Timer-Base-84M,1,0.003,quadratic_trend_b,quadratic_trend,slope,0.9993781212314962,6,1250.0,0.999703916031376,6,0.0008083032120338902,6
Timer-Base-84M,1,0.003,quadratic_trend_c,quadratic_trend,intercept,0.9992056032873518,6,850.0,0.9996134437363047,6,6.670949402694331e-05,6
Timer-Base-84M,1,0.003,log_trend_amplitude,log_trend,amplitude,0.9999028726209556,6,1200.0,0.9999533487523432,6,0.00012834917087691436,6
Timer-Base-84M,1,0.003,log_trend_offset,log_trend,offset,0.9994873491507372,6,1200.0,0.9997768472988114,6,4.239865545512771e-05,6
Timer-Base-84M,1,0.003,sigmoid_trend_amplitude,sigmoid_trend,amplitude,0.9968397156733813,6,1200.0,0.9985167632687467,6,0.004252504097365386,6
Timer-Base-84M,1,0.003,sigmoid_trend_center,sigmoid_trend,center,0.8968345893022329,6,1200.0,0.9471206086487998,6,0.0031360753528229504,6
Timer-Base-84M,1,0.003,sigmoid_trend_sharpness,sigmoid_trend,sharpness,0.5715405730661192,6,1250.0,0.7856508061688416,6,8.348850774510112,6
Timer-Base-84M,1,0.003,sigmoid_trend_offset,sigmoid_trend,offset,0.9928324529085725,6,1150.0,0.9965030662787999,6,0.0006065641437838564,6
Timer-Base-84M,1,0.003,sine_amplitude,sine,amplitude,0.9838103023962493,6,1200.0,0.9919516500020877,6,0.001358035947148894,6
Timer-Base-84M,1,0.003,sine_frequency_hz,sine,frequency_hz,0.9145538451293317,6,1250.0,0.9567686931655633,6,361.55069382007486,6
Timer-Base-84M,1,0.003,sine_phase,sine,phase,0.06441258389295845,6,1250.0,0.26026194292977634,6,3.150801777084131,6
Timer-Base-84M,1,0.003,sine_offset,sine,offset,0.9712224520729931,6,1250.0,0.9857864119133565,6,0.00038441470277022767,6
Timer-Base-84M,1,0.003,sawtooth_amplitude,sawtooth,amplitude,0.9892776854921426,6,1250.0,0.9948990926724458,6,0.0008851104299665715,6
Timer-Base-84M,1,0.003,sawtooth_frequency_hz,sawtooth,frequency_hz,0.9762968946709571,6,1250.0,0.9880977816536048,6,19.615792756693306,6
